idx,mode,decision,prob,explanation,factors,top_features,asp_pass,violations,violation_count
29,llm_only,reject,0.28614779880402336,"The decision to reject your application is based on a low probability of approval, which is 28.6%. This indicates that the factors considered do not strongly support a favorable outcome at this time. We encourage you to review your financial situation and consider reapplying in the future.","[""credit_amount"", ""debt"", ""duration"", ""ord__checking_status"", ""ord__savings_status"", ""property_a""]","[[""num__credit_amount"", -0.13102617286925003], [""ord__checking_status"", -0.08455055525895261], [""num__duration"", -0.04654037000415301], [""ord__savings_status"", -0.04084631934614444], [""cat__property_A124"", -0.034138264166327995]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
19,llm_only,approve,0.8088689336401844,"The decision to approve is based on a strong likelihood of positive outcomes, with an approval probability of 0.809. This indicates a high level of confidence in the applicant's ability to meet the necessary criteria. Overall, the assessment suggests that approving this application is a sound choice.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""ord__checking_status"", ""ord__employment"", ""purpose_a""]","[[""ord__checking_status"", -0.05955253737642246], [""cat__purpose_A41"", 0.05577790832801427], [""cat__credit_history_A34"", 0.036939763990831306], [""ord__employment"", -0.02595023136771674], [""num__credit_amount"", 0.022512205849384022]]",False,"[""violation(missing_required(income))""]",1
143,llm_only,approve,0.6984375949142267,"The decision to approve is based on a probability score of 0.698, indicating a strong likelihood of positive outcomes. This suggests that the applicant meets the necessary criteria and is likely to fulfill their obligations. Overall, the assessment supports moving forward with the approval.","[""age"", ""duration"", ""ord__checking_status"", ""ord__savings_status"", ""property_a""]","[[""ord__checking_status"", -0.06655465982480724], [""num__duration"", 0.0645063488840751], [""cat__property_A121"", 0.029476200152220647], [""ord__savings_status"", -0.024672076620793303], [""num__age"", -0.023016058425971476]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))"", ""violation(missing_required(credit_history))""]",3
86,llm_only,reject,0.3049437046031926,"The decision to reject your application is based on a low probability of approval, which stands at 30.5%. This indicates that the factors considered do not strongly support a favorable outcome at this time.","[""credit_amount"", ""debt"", ""duration"", ""ord__checking_status"", ""ord__savings_status"", ""other_debtors_a""]","[[""num__credit_amount"", -0.12998590226582082], [""ord__checking_status"", -0.08284103726868174], [""ord__savings_status"", -0.04234196577374748], [""num__duration"", -0.03969028991576736], [""cat__other_debtors_A102"", -0.03645810227313485]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
95,rag,reject,0.42861646757910893,"Your application for credit has been rejected due to several key factors that indicate a higher risk of default. The main reasons include a negative checking account status, a very high debt-to-income ratio, and low savings, which all contribute to a perception of financial instability. While you have a long employment tenure and a good credit history with this bank, these positive factors were not enough to outweigh the risks identified. 

This decision aligns with compliance requirements under GDPR, which mandates transparency in automated decision-making, and Basel III principles, which emphasize the need for prudent risk assessment. You have the right to contest this decision and seek further clarification.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a"", ""residence_since""]","[[""ord__checking_status"", -0.09330726520353999], [""cat__credit_history_A31"", -0.06671688803683587], [""num__residence_since"", 0.032141923143671564], [""cat__other_installment_plans_A143"", -0.030333057793965043], [""ord__savings_status"", -0.02561567134272505]]",True,[],0
15,rag,approve,0.7984843543103043,"Your credit application has been approved with a probability score of 0.798, indicating a strong likelihood of repayment. Key factors that positively influenced this decision include your high checking account balance and a history of paying existing credits on time. However, your very low savings status and moderate debt-to-income ratio slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data, and you have the right to contest it if needed. Additionally, we ensure compliance with MiFID II and Basel III principles by assessing your risk profile and maintaining sufficient capital against potential credit risks.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__savings_status""]","[[""ord__checking_status"", 0.06776673371468334], [""ord__savings_status"", -0.025016833609621286], [""num__installment_rate"", 0.01996505335801595], [""num__credit_amount"", 0.018141095774248307], [""num__age"", -0.014563283891064857]]",True,[],0
30,rag,approve,0.6780889060783288,"Your loan application has been approved with a probability score of 0.678. Key factors influencing this decision include your checking account status, which positively contributed to your approval likelihood, while other installment plans and property ownership had a slight negative impact. Your existing credit history shows that you have paid previous credits duly, which supports your repayment capacity. 

In compliance with GDPR Article 22, we ensure transparency in our decision-making process and you have the right to contest this decision if you wish. Additionally, we adhere to MiFID II principles by providing clear communication regarding the factors that influenced your approval.","[""age"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""other_installment_plans_a"", ""property_a"", ""transparency""]","[[""ord__checking_status"", 0.11635422996492412], [""cat__other_installment_plans_A143"", -0.0577666053525726], [""cat__property_A124"", -0.029913910151593833], [""cat__other_installment_plans_A141"", -0.028255346588141373], [""num__age"", 0.02401964221286645]]",True,[],0
158,rag,approve,0.7751371831088038,"Your credit application has been approved with a probability score of 0.775. Key factors influencing this decision include a critical credit history and a very high credit amount, which slightly decreased your approval likelihood. However, your long employment tenure and ownership of real estate positively impacted the decision. 

In line with GDPR Article 22, you have the right to contest this decision and request human intervention if needed. Additionally, the decision aligns with Basel III principles, ensuring that risk factors were considered in assessing your solvency and repayment capacity.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", -0.10193964943684183], [""cat__credit_history_A34"", 0.05860390810178178], [""cat__purpose_A41"", 0.049579234668220375], [""num__credit_amount"", 0.024508294288654416], [""ord__savings_status"", -0.02432716510123604]]",False,"[""violation(missing_required(income))""]",1
128,rag,approve,0.8294733375547867,"Your credit application has been approved with a high probability score of 0.829. Key factors influencing this decision include your checking status, which positively contributed to the approval, and the purpose of the loan for a used car. However, your credit history showed some delayed payments in the past, which slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data and ensuring you have the right to contest it. Additionally, Basel III principles were followed to assess the risk associated with your application, particularly regarding your high debt-to-income ratio.","[""age"", ""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""purpose_a""]","[[""ord__checking_status"", 0.10134622256694006], [""cat__purpose_A41"", 0.0416035297889739], [""cat__credit_history_A33"", -0.026631321771179352], [""num__age"", 0.022189424377239128], [""num__duration"", 0.022015156540800152]]",True,[],0
115,rag,approve,0.6080234669484293,"Your loan application has been approved with a probability score of 0.608. Key factors influencing this decision include your savings status, which positively contributed to the approval likelihood, and your installment rate, which also had a favorable impact. However, your checking account status and age slightly decreased the likelihood of approval. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you the right to contest this decision. Additionally, we adhere to MiFID II principles by clearly communicating the factors that influenced your approval, ensuring fairness and clarity. Lastly, our assessment aligns with Basel III guidelines, considering your risk profile and repayment capacity.","[""age"", ""credit_history"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__savings_status"", 0.08531614174851918], [""num__installment_rate"", 0.04555371008898264], [""ord__checking_status"", -0.042442981047652865], [""num__age"", -0.03767895960938172], [""ord__employment"", -0.034530787725573865]]",True,[],0
69,rag,approve,0.9122480872407877,"Your loan application has been approved with a high probability score of 0.912, indicating a strong likelihood of repayment. Key factors that contributed positively to this decision include your existing credit history, which shows that you have paid previous credits duly, and your ownership of real estate, which adds to your financial stability. However, your high debt-to-income ratio and lack of a checking account slightly decreased your approval likelihood. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the factors influencing this outcome. Additionally, we adhere to Basel III principles by considering your risk profile and repayment capacity, ensuring responsible lending practices.","[""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""property_a"", ""purpose_a""]","[[""ord__checking_status"", 0.09237373653558403], [""num__duration"", 0.03730899538961809], [""num__credit_amount"", 0.023097388200869966], [""cat__purpose_A40"", -0.02275440613342416], [""cat__property_A121"", 0.02092879181109137]]",True,[],0
170,rag,reject,0.4172111867826921,"Your credit application has been rejected based on an assessment of your financial profile. Key factors contributing to this decision include a negative checking account status, a history of delayed payments, and a high debt-to-income ratio, which indicate a higher risk of default. Additionally, your very low savings and lack of a guarantor further decrease your approval likelihood. 

This decision aligns with compliance requirements under GDPR, which mandates transparency in automated decisions, and Basel III principles, emphasizing the need for prudent risk management. You have the right to contest this decision and seek further clarification.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""property_a"", ""purpose_a""]","[[""ord__checking_status"", -0.11898866067515049], [""cat__property_A124"", -0.03653671673438782], [""cat__purpose_A40"", -0.0281729575665737], [""ord__savings_status"", -0.027097287730877877], [""cat__credit_history_A34"", -0.026920113690600607]]",True,[],0
174,rag,approve,0.7959572583120212,"Your application for credit has been approved with a probability score of 0.796. Key factors that positively influenced this decision include the purpose of the loan (for a used car) and your existing credit history, which, despite being critical, indicates some prior credit activity. However, factors such as your unemployment status and very high debt-to-income ratio slightly decreased your approval likelihood. 

In compliance with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the main factors that influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile, which includes your credit history and financial obligations. If you have any questions or wish to discuss this decision further, please feel free to reach out.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""purpose_a""]","[[""cat__purpose_A41"", 0.06647888089835671], [""cat__credit_history_A34"", 0.05786593583307818], [""ord__employment"", -0.053645445893576914], [""ord__checking_status"", -0.05142098058690202], [""ord__savings_status"", -0.023301797187276343]]",True,[],0
45,rag,reject,0.4305872319688109,"Your credit application has been rejected based on an assessment of several key factors. The high credit amount requested and your long loan duration contributed negatively to your approval likelihood, as they indicate a higher risk of default. Additionally, your checking account status shows a low balance, and your debt-to-income ratio is categorized as high burden, further increasing perceived risk. 

In compliance with GDPR Article 22, we ensure transparency in our decision-making process, allowing you the right to contest this decision and seek further clarification. This decision aligns with Basel III principles, which emphasize the need for prudent risk management in lending practices.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""property_a""]","[[""num__credit_amount"", -0.08728098753687823], [""ord__checking_status"", -0.05997401802618713], [""num__duration"", -0.05797418495791781], [""cat__credit_history_A31"", -0.02881503334348867], [""cat__property_A124"", -0.025752529777676614]]",True,[],0
66,rag,approve,0.8459641953322325,"Your credit application has been approved with a high probability score of 0.846. Key factors that positively influenced this decision include your checking status (no checking account), savings status (no savings or unknown), and your age as an adult. However, a very high credit amount and short employment tenure slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, ensuring you understand the main factors involved. Additionally, we have considered your risk profile in accordance with Basel III principles, ensuring that our decision reflects your repayment capacity and overall financial health.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", 0.08580828006330685], [""ord__savings_status"", 0.050714238261234675], [""num__age"", 0.025987268544007992], [""num__credit_amount"", -0.025678915194143007], [""ord__employment"", -0.019156075924532202]]",True,[],0
182,rag,approve,0.5861224658659372,"Your credit application has been approved with a probability score of 0.586. Key factors influencing this decision include your long employment tenure and existing credit history, which positively contributed to your approval likelihood. However, your very high debt-to-income ratio and low savings status were negative factors. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand how your data influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile and maintaining adequate capital against potential credit risks. If you have any questions or wish to discuss this decision further, please feel free to reach out.","[""credit_amount"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", -0.1367042926572215], [""cat__purpose_A43"", 0.035978981862551926], [""ord__savings_status"", -0.03304284948111358], [""ord__employment"", 0.03178147519664068], [""num__credit_amount"", 0.02825946155719118]]",True,[],0
165,rag,approve,0.6365014405347739,"Your application for credit has been approved with a probability score of 0.637. Key factors that positively influenced this decision include your checking account status (no checking account) and your long employment tenure, which suggest stability. However, the high credit amount requested and your young age slightly decreased the likelihood of approval. 

In line with GDPR Article 22, this decision was made transparently, considering your financial profile while ensuring you have the right to contest it. Additionally, Basel III principles were followed to assess your risk profile, focusing on your repayment capacity and existing credit history.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__employment""]","[[""ord__checking_status"", 0.1376840186917377], [""num__duration"", -0.09498092657414334], [""num__credit_amount"", -0.07991303340257806], [""num__age"", -0.07891018538177058], [""ord__employment"", 0.02189809906406274]]",True,[],0
78,rag,approve,0.5789649052513453,"Your loan application has been approved with a probability score of 0.579. Key factors influencing this decision include a negative checking account status and a very high debt-to-income ratio, which decreased your approval likelihood. However, your credit history, despite having some critical accounts, contributed positively, along with the purpose of the loan for a new car. 

In compliance with GDPR Article 22, this decision was made transparently, considering your individual data. We ensure that you have the right to contest this decision and seek human intervention if needed. Additionally, we adhere to Basel III principles by assessing your risk profile, ensuring that our decision-making process is prudent and well-documented.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", -0.11269621799299959], [""cat__credit_history_A34"", 0.060643925601681505], [""cat__purpose_A40"", -0.05606147998638044], [""num__credit_amount"", 0.03268757468455442], [""ord__savings_status"", -0.023808720472203858]]",True,[],0
186,rag,reject,0.39536938840518243,"Your application for credit has been rejected based on a probability score of 0.395, indicating a higher risk of default. Key factors contributing to this decision include a low checking account balance and very high debt-to-income ratio, which suggest financial strain. Additionally, your short employment tenure and very low savings further decrease your approval likelihood. 

This decision aligns with regulatory requirements under GDPR Art. 22, which mandates transparency in automated decisions, and MiFID II, which emphasizes fair communication of key influencing factors. The Basel III principles also support this decision by highlighting the need for prudent risk management in credit assessments. You have the right to contest this decision and seek further clarification.","[""age"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""cat__purpose_A40"", -0.08269707736352028], [""ord__checking_status"", -0.0822907588927772], [""ord__savings_status"", -0.03080142863858799], [""cat__credit_history_A34"", -0.024806429005670094], [""num__age"", -0.01923873038045963]]",True,[],0
177,rag,approve,0.5823476835973064,"Your application for credit has been approved with a probability score of 0.582. Key factors influencing this decision include your long employment tenure and management occupation, which positively contributed to your approval likelihood. However, factors such as a very high debt-to-income ratio and a history of delayed payments slightly decreased your chances. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the main factors at play. Additionally, we adhere to Basel III principles by considering your risk profile, ensuring that our decision supports responsible lending practices.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""housing_a"", ""income"", ""ord__checking_status""]","[[""ord__checking_status"", -0.0499459285221313], [""num__credit_amount"", -0.040453304179937255], [""cat__housing_A151"", -0.02861408487495038], [""cat__credit_history_A34"", -0.025149514611316672], [""cat__housing_A152"", -0.02197214753388328]]",True,[],0
56,rag,approve,0.8465629346376403,"Your loan application has been approved with a high probability score of 0.847. Key factors influencing this decision include your checking status (no checking account), a short loan duration, and a solid credit history of paying existing credits on time. However, your age and the very high credit amount requested slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data, and you have the right to contest it or seek human intervention if needed. Additionally, we ensure compliance with MiFID II and Basel III principles by assessing your risk profile and maintaining adequate capital against potential credit risks.","[""age"", ""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""income"", ""ord__checking_status""]","[[""ord__checking_status"", 0.07178828811345517], [""num__duration"", 0.04167099269614354], [""num__age"", -0.033901074395396365], [""num__credit_amount"", 0.024068194394542827], [""cat__credit_history_A34"", -0.019217074687890988]]",True,[],0
152,rag,approve,0.703147337408604,"Your credit application has been approved with a probability score of 0.703, indicating a favorable assessment of your financial profile. Key factors influencing this decision include your existing credit history, which shows that you have paid previous credits on time, and the purpose of your loan for furniture or equipment, which is considered a reasonable investment. However, your checking account status with a negative balance and your young adult age slightly decreased your approval likelihood.

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the factors that influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile, including your moderate debt-to-income ratio, which supports our assessment of your repayment capacity.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", -0.09840270892992872], [""ord__savings_status"", 0.07580237846393152], [""num__credit_amount"", 0.04287525550907265], [""num__age"", -0.0407704326877448], [""cat__purpose_A40"", 0.018583824985484495]]",True,[],0
82,rag,approve,0.7353915535666091,"Your loan application has been approved with a probability score of 0.735, indicating a favorable assessment. Key factors that positively influenced this decision include your checking account status (no checking account), which contributed significantly, and your age, which also had a slight positive impact. However, factors like the purpose of the loan (for a new car) and your high debt-to-income ratio slightly decreased the likelihood of approval.

In line with GDPR Article 22, this decision was made transparently, considering your individual data and providing you with the right to contest it. Additionally, Basel III principles were adhered to by assessing your risk profile, including your existing credit history and repayment capacity.","[""age"", ""credit_history"", ""credit_history_a"", ""debt"", ""housing_a"", ""income"", ""ord__checking_status"", ""purpose_a""]","[[""ord__checking_status"", 0.1202554004502003], [""cat__purpose_A40"", -0.03867160738244253], [""cat__housing_A152"", -0.027057572123657305], [""cat__credit_history_A34"", -0.02014435479591689], [""num__age"", 0.019619743780606023]]",True,[],0
68,rag,reject,0.3959929066331231,"Your application for credit has been rejected based on an assessment of several key factors. The main reasons include a negative checking account status, a very high debt-to-income ratio, and low savings, which indicate a higher risk of default. Although you have a good credit history with this bank, the overall financial profile suggests insufficient capacity to manage additional debt. 

This decision aligns with GDPR requirements for transparency, as it identifies the main factors influencing the outcome, and complies with Basel III principles by considering your risk profile. If you wish to discuss this decision further or contest it, you have the right to request human intervention.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a""]","[[""ord__checking_status"", -0.11686278178356234], [""cat__credit_history_A31"", -0.0559368261316265], [""ord__savings_status"", -0.04085679607680227], [""cat__other_installment_plans_A143"", -0.03435301983900508], [""num__credit_amount"", 0.02206654212712317]]",True,[],0
124,rag,approve,0.7762461711945866,"Your loan application has been approved with a probability score of 0.776. Key factors influencing this decision include your checking status, which positively contributed to your approval likelihood, and your credit history, which had a slight negative impact. While your debt-to-income ratio is categorized as very high, your overall profile, including medium savings and ownership of real estate, supports your repayment capacity. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you the right to contest this decision if needed. Additionally, we adhere to Basel III principles by considering your risk profile and maintaining sufficient capital against potential credit risks.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__savings_status""]","[[""ord__checking_status"", 0.11041029251167954], [""cat__credit_history_A31"", -0.06620584259082665], [""ord__savings_status"", 0.028328226302570324], [""num__installment_rate"", -0.02469469863586041], [""num__credit_amount"", 0.023603616410905512]]",True,[],0
16,rag,approve,0.5990117855255634,"Your application for credit has been approved with a probability score of 0.599. Key factors influencing this decision include a low debt-to-income ratio, which suggests a manageable financial burden, and a medium-term loan duration. However, factors such as a low checking account balance, short employment tenure, and a history of delayed payments slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, and you have the right to contest it or seek further explanation. Additionally, the assessment adhered to MiFID II principles, ensuring that the decision was fair and based on your financial profile.","[""credit_amount"", ""credit_history"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", -0.0583537195938797], [""ord__employment"", -0.041213000116292677], [""ord__savings_status"", -0.040328097177063225], [""num__installment_rate"", 0.02822446995099241], [""num__credit_amount"", -0.01675117587385092]]",True,[],0
148,rag,approve,0.7039299361140078,"Your loan application has been approved with a probability score of 0.704, indicating a favorable assessment. Key factors influencing this decision include your existing credit history, which shows that you have paid previous credits duly, and a low debt-to-income ratio, suggesting manageable financial obligations. However, factors such as your low checking account balance and short employment tenure slightly decreased your approval likelihood.

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you the right to contest this decision if needed. Additionally, we adhere to MiFID II principles by providing clear communication about the factors that influenced your approval. This decision also considers Basel III guidelines, ensuring that we maintain adequate capital against potential credit risks.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__employment"", ""transparency""]","[[""ord__checking_status"", -0.056424536055155884], [""num__duration"", 0.03950328364407122], [""num__age"", -0.03129112019088485], [""ord__employment"", -0.024751301877564358], [""num__credit_amount"", 0.02041820161417571]]",True,[],0
93,rag,approve,0.7476257507779084,"Your application for credit has been approved with a probability score of 0.748. Key factors contributing to this decision include your existing credit history, which shows that you have paid your previous credits duly, and a low debt-to-income ratio, indicating a manageable financial burden. However, the lack of a checking account and the very high credit amount requested slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data and ensuring that you have the right to contest it. Additionally, the assessment aligns with Basel III principles by factoring in your repayment capacity and risk profile.","[""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""property_a"", ""purpose_a""]","[[""ord__checking_status"", 0.11465140311993262], [""cat__purpose_A46"", -0.06499011210063314], [""num__duration"", 0.04164329461374431], [""cat__property_A124"", -0.03567645035604147], [""num__credit_amount"", 0.027250343857447536]]",True,[],0
65,rag,approve,0.8729182789942455,"Your credit application has been approved with a high probability score of 0.873. Key factors that positively influenced this decision include your checking status (no checking account) and the purpose of the loan (for a new car), which contributed significantly to the approval likelihood. However, your unemployment status and very high debt-to-income ratio slightly decreased your chances. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data and ensuring you have the right to contest it. Additionally, the assessment aligns with Basel III principles, which emphasize the importance of evaluating risk and solvency in credit decisions.","[""credit_amount"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""property_a""]","[[""ord__checking_status"", 0.10155711233169842], [""ord__savings_status"", 0.0461090088956091], [""cat__property_A124"", -0.03453005004412177], [""ord__employment"", -0.03388309127886714], [""num__credit_amount"", 0.03227876114064369]]",False,"[""violation(missing_required(credit_history))""]",1
60,rag,approve,0.6091222489635537,"Your loan application has been approved with a probability score of 0.609, indicating a moderate likelihood of repayment. Key factors influencing this decision include your long employment tenure and existing credits paid duly, which positively contributed to your approval. However, your low checking and savings account balances, along with a very high debt-to-income ratio, slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data and allowing for human intervention if needed. Additionally, Basel III principles were adhered to by assessing your risk profile, ensuring that the decision aligns with prudent risk management practices.","[""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""cat__purpose_A46"", -0.05423375539889076], [""ord__checking_status"", -0.052574001899], [""num__duration"", 0.045667807405238896], [""ord__savings_status"", -0.031196925651232412], [""cat__credit_history_A34"", -0.027357099632742698]]",True,[],0
84,rag,approve,0.5780254619390245,"Your credit application has been approved with a probability score of 0.578. Key factors influencing this decision include a critical credit history, which slightly increased your approval likelihood, while a negative checking account status and very high debt-to-income ratio decreased it. This decision aligns with GDPR requirements for transparency, as it identifies the main factors affecting your application, and it adheres to Basel III principles by considering your risk profile. Please remember that you have the right to contest this decision or request further clarification if needed.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", -0.06279534752477631], [""cat__other_installment_plans_A143"", -0.055221232308886155], [""cat__purpose_A40"", -0.05073520055754752], [""cat__credit_history_A34"", 0.043044994286018205], [""cat__other_installment_plans_A141"", -0.039581730955403016]]",True,[],0
67,rag,approve,0.9489330620667016,"Your credit application has been approved with a high probability score of 0.949. Key factors that positively influenced this decision include the short loan duration and the purpose of the loan for purchasing a radio or TV, which align with your existing credit history of paying debts duly. However, your low checking account balance and very high credit amount slightly decreased the approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your financial profile, and you have the right to contest this decision if needed. Additionally, the assessment adhered to Basel III principles by evaluating your repayment capacity and risk profile.","[""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""other_debtors_a"", ""purpose_a""]","[[""num__duration"", 0.07437622397907208], [""cat__other_debtors_A103"", 0.04170349871523662], [""num__credit_amount"", 0.03554614118989977], [""ord__checking_status"", -0.03256637622803561], [""cat__purpose_A43"", 0.020522791601344268]]",True,[],0
125,rag,approve,0.574522021831144,"Your credit application has been approved with a probability score of 0.575. Key factors influencing this decision include your existing credit history, which is positive, and a low debt-to-income ratio, indicating a manageable financial burden. However, factors such as your unemployment status and low checking account balance slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, and you have the right to contest it or seek further clarification. Additionally, we have adhered to MiFID II principles by ensuring that the decision-making process was fair and clear, considering your financial profile.","[""credit_history"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""property_a"", ""transparency""]","[[""ord__checking_status"", -0.06359624137975527], [""ord__savings_status"", 0.056113334871773196], [""ord__employment"", -0.045990177344700636], [""cat__property_A124"", -0.04374431533478866], [""num__installment_rate"", 0.03902506550023215]]",True,[],0
132,rag,approve,0.9243630075335875,"Your loan application has been approved with a high probability score of 0.924. Key factors contributing to this decision include your long employment tenure and the absence of a checking account, which positively influenced your approval likelihood. However, your very high debt-to-income ratio and low savings status slightly decreased it. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the factors affecting your application. Additionally, we adhere to Basel III principles by considering your risk profile, ensuring that our decision supports responsible lending practices.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", 0.11684981581958769], [""cat__credit_history_A34"", 0.04193148961931481], [""num__credit_amount"", -0.02589830485143808], [""ord__employment"", 0.019694192529942384], [""ord__savings_status"", -0.017802754461955988]]",True,[],0
9,rag,approve,0.7481214953787391,"Your credit application has been approved with a probability score of 0.748. Key factors that positively influenced this decision include your checking status (no checking account), which contributed positively, and your credit history, indicating that all credits have been paid duly at this bank. However, factors such as your high debt-to-income ratio and low savings slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data, and you have the right to contest this decision if you wish. Additionally, we have adhered to Basel III principles by assessing your risk profile and ensuring that the decision reflects your repayment capacity.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", 0.09880435734393529], [""cat__credit_history_A31"", -0.04302083599637809], [""cat__other_installment_plans_A143"", -0.04280235687056394], [""cat__other_installment_plans_A141"", -0.03816789808086641], [""cat__purpose_A43"", 0.03284589792751226]]",True,[],0
18,rag,approve,0.8436269878409228,"Your credit application has been approved with a high probability score of 0.844. Key factors that positively influenced this decision include your long employment tenure and the absence of a checking account, which suggests stability. However, your very high debt-to-income ratio and existing installment plans slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your financial profile, and you have the right to contest this decision if you wish. Additionally, the assessment aligns with Basel III principles, ensuring that the decision reflects your repayment capacity and associated risks.","[""credit_amount"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""other_installment_plans_a""]","[[""ord__checking_status"", 0.10514809430674199], [""ord__savings_status"", 0.05506868258965701], [""cat__other_installment_plans_A143"", -0.04745387477073922], [""num__credit_amount"", -0.026848678933058777], [""ord__employment"", 0.01760924388981201]]",True,[],0
