idx,mode,decision,prob,explanation,factors,top_features,asp_pass,violations,violation_count
29,llm_only,reject,0.28614779880402336,"The decision to reject your application is based on a low probability of approval, which stands at 28.6%. This indicates that the factors considered do not strongly support a positive outcome at this time.","[""credit_amount"", ""debt"", ""duration"", ""ord__checking_status"", ""ord__savings_status"", ""property_a""]","[[""num__credit_amount"", -0.13102617286925003], [""ord__checking_status"", -0.08455055525895261], [""num__duration"", -0.04654037000415301], [""ord__savings_status"", -0.04084631934614444], [""cat__property_A124"", -0.034138264166327995]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
19,llm_only,approve,0.8088689336401844,"The decision to approve your application is based on a strong likelihood of success, with an approval probability of 80.9%. This indicates that your profile aligns well with the criteria for approval, suggesting a favorable assessment of your creditworthiness.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""ord__checking_status"", ""ord__employment"", ""purpose_a""]","[[""ord__checking_status"", -0.05955253737642246], [""cat__purpose_A41"", 0.05577790832801427], [""cat__credit_history_A34"", 0.036939763990831306], [""ord__employment"", -0.02595023136771674], [""num__credit_amount"", 0.022512205849384022]]",False,"[""violation(missing_required(income))""]",1
143,llm_only,approve,0.6984375949142267,"The decision to approve your application is based on a strong likelihood of positive outcomes, with a probability score of 0.698. This indicates that there is a good chance you will meet the necessary criteria for credit. Overall, the assessment suggests that approving your application is a favorable choice.","[""age"", ""duration"", ""ord__checking_status"", ""ord__savings_status"", ""property_a""]","[[""ord__checking_status"", -0.06655465982480724], [""num__duration"", 0.0645063488840751], [""cat__property_A121"", 0.029476200152220647], [""ord__savings_status"", -0.024672076620793303], [""num__age"", -0.023016058425971476]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(debt))"", ""violation(missing_required(credit_history))""]",3
86,llm_only,reject,0.3049437046031926,"The decision to reject your application is based on a probability score of 0.305, indicating a low likelihood of approval. This suggests that the factors considered did not meet the necessary criteria for a positive outcome. As a result, we are unable to move forward with your request at this time.","[""credit_amount"", ""debt"", ""duration"", ""ord__checking_status"", ""ord__savings_status"", ""other_debtors_a""]","[[""num__credit_amount"", -0.12998590226582082], [""ord__checking_status"", -0.08284103726868174], [""ord__savings_status"", -0.04234196577374748], [""num__duration"", -0.03969028991576736], [""cat__other_debtors_A102"", -0.03645810227313485]]",False,"[""violation(missing_required(income))"", ""violation(missing_required(credit_history))""]",2
95,rag,reject,0.42861646757910893,"Your application for credit has been rejected based on a score of 0.429, indicating a higher likelihood of risk. Key factors influencing this decision include a negative checking account status and a very high debt-to-income ratio, both of which significantly decrease your approval likelihood. Additionally, your low savings status and reliance on other installment plans contributed to the risk assessment. 

In line with GDPR Article 22, you have the right to contest this decision and seek further clarification. The decision-making process was transparent, considering your financial profile and risk factors, as required by MiFID II and Basel III principles.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a"", ""residence_since"", ""transparency""]","[[""ord__checking_status"", -0.09330726520353999], [""cat__credit_history_A31"", -0.06671688803683587], [""num__residence_since"", 0.032141923143671564], [""cat__other_installment_plans_A143"", -0.030333057793965043], [""ord__savings_status"", -0.02561567134272505]]",True,[],0
15,rag,approve,0.7984843543103043,"Your credit application has been approved with a probability score of 0.798, indicating a strong likelihood of repayment. Key factors influencing this decision include your high checking account balance and a good credit history, which positively contributed to your approval. However, your very low savings status and moderate debt-to-income ratio slightly decreased the likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data and ensuring you have the right to contest it. Additionally, the assessment aligns with Basel III principles by evaluating your risk profile and repayment capacity, ensuring responsible lending practices.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__savings_status""]","[[""ord__checking_status"", 0.06776673371468334], [""ord__savings_status"", -0.025016833609621286], [""num__installment_rate"", 0.01996505335801595], [""num__credit_amount"", 0.018141095774248307], [""num__age"", -0.014563283891064857]]",True,[],0
30,rag,approve,0.6780889060783288,"Your loan application has been approved with a probability score of 0.678. Key factors that positively influenced this decision include your checking account status, which indicates no existing checking account, and your credit history, showing that you have paid existing credits duly. However, factors like a very high debt-to-income ratio and low savings slightly decreased your approval likelihood. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand how your data influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile, which includes your existing credit obligations and repayment capacity. If you have any questions or wish to discuss this decision further, you have the right to request human intervention.","[""age"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""other_installment_plans_a"", ""property_a""]","[[""ord__checking_status"", 0.11635422996492412], [""cat__other_installment_plans_A143"", -0.0577666053525726], [""cat__property_A124"", -0.029913910151593833], [""cat__other_installment_plans_A141"", -0.028255346588141373], [""num__age"", 0.02401964221286645]]",True,[],0
158,rag,approve,0.7751371831088038,"Your credit application has been approved with a probability score of 0.775. Key factors influencing this decision include your credit history, which showed some critical accounts but was offset by your long employment tenure and asset ownership (real estate). However, your checking status and low savings contributed negatively to the approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data, and you have the right to contest this decision or seek human intervention if needed. Additionally, the assessment aligns with Basel III principles, ensuring that risk factors were adequately evaluated to support the decision's solvency and repayment capacity.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", -0.10193964943684183], [""cat__credit_history_A34"", 0.05860390810178178], [""cat__purpose_A41"", 0.049579234668220375], [""num__credit_amount"", 0.024508294288654416], [""ord__savings_status"", -0.02432716510123604]]",True,[],0
128,rag,approve,0.8294733375547867,"Your loan application has been approved with a high probability score of 0.829. Key factors that contributed positively to this decision include your lack of a checking account and the purpose of the loan being for a used car, which suggests a clear intent for the funds. However, your credit history shows some delayed payments in the past, which slightly decreased your approval likelihood. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you the right to contest this decision if you wish. Additionally, we adhere to Basel III principles by considering your overall risk profile, including your very high debt-to-income ratio, which indicates a significant financial burden.","[""age"", ""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""purpose_a"", ""transparency""]","[[""ord__checking_status"", 0.10134622256694006], [""cat__purpose_A41"", 0.0416035297889739], [""cat__credit_history_A33"", -0.026631321771179352], [""num__age"", 0.022189424377239128], [""num__duration"", 0.022015156540800152]]",True,[],0
115,rag,approve,0.6080234669484293,"Your loan application has been approved with a probability score of 0.608, indicating a moderate likelihood of repayment. Key factors that positively influenced this decision include your savings status, which suggests a low financial burden, and a manageable installment rate. However, your checking account status and age slightly decreased your approval likelihood, as they indicate potential financial instability. 

In compliance with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the factors that influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile and repayment capacity, ensuring responsible lending practices.","[""age"", ""credit_history"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__savings_status"", 0.08531614174851918], [""num__installment_rate"", 0.04555371008898264], [""ord__checking_status"", -0.042442981047652865], [""num__age"", -0.03767895960938172], [""ord__employment"", -0.034530787725573865]]",True,[],0
69,rag,approve,0.9122480872407877,"Your loan application has been approved with a high probability score of 0.912. Key factors contributing to this decision include your checking status (no checking account), which slightly increased approval likelihood, and your existing credit history of paying dues, which positively influenced the outcome. However, your high debt-to-income ratio and the very high credit amount requested were concerns that slightly decreased your approval likelihood. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the factors that influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile and repayment capacity in our assessment.","[""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""property_a"", ""purpose_a""]","[[""ord__checking_status"", 0.09237373653558403], [""num__duration"", 0.03730899538961809], [""num__credit_amount"", 0.023097388200869966], [""cat__purpose_A40"", -0.02275440613342416], [""cat__property_A121"", 0.02092879181109137]]",True,[],0
170,rag,reject,0.4172111867826921,"Your application for credit has been rejected based on several key factors that indicate a higher risk of default. Notably, your checking account shows a negative balance, and you have a history of delayed payments, which contributed significantly to the decision. Additionally, your high debt-to-income ratio and very low savings further decreased your approval likelihood. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you the right to contest this decision. The factors influencing your application were clearly identified, reflecting our commitment to fair and compliant practices as outlined in MiFID II and Basel III.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""property_a"", ""purpose_a""]","[[""ord__checking_status"", -0.11898866067515049], [""cat__property_A124"", -0.03653671673438782], [""cat__purpose_A40"", -0.0281729575665737], [""ord__savings_status"", -0.027097287730877877], [""cat__credit_history_A34"", -0.026920113690600607]]",True,[],0
174,rag,approve,0.7959572583120212,"Your credit application has been approved with a probability score of 0.796, indicating a strong likelihood of repayment. Key factors that positively influenced this decision include the purpose of the loan (for a used car) and your existing credit history, which, despite being critical, suggests some established credit behavior. However, factors like your unemployment status and very high debt-to-income ratio slightly decreased your approval likelihood. 

In compliance with GDPR Article 22, this decision was made transparently, considering your profile and financial situation. It’s important to note that you have the right to contest this decision and seek further clarification if needed.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""purpose_a""]","[[""cat__purpose_A41"", 0.06647888089835671], [""cat__credit_history_A34"", 0.05786593583307818], [""ord__employment"", -0.053645445893576914], [""ord__checking_status"", -0.05142098058690202], [""ord__savings_status"", -0.023301797187276343]]",True,[],0
45,rag,reject,0.4305872319688109,"Your credit application has been rejected based on an automated decision-making process that assessed various factors. Key reasons include a very high credit amount requested, a long loan duration, and a low checking account balance, which contributed to a higher perceived risk of default. Additionally, your high debt-to-income ratio and lack of property ownership further decreased your approval likelihood. 

This decision aligns with GDPR requirements for transparency, as it identifies the main factors influencing the outcome, and complies with Basel III principles by considering your risk profile. If you wish to contest this decision or seek further clarification, you have the right to request human intervention.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""property_a""]","[[""num__credit_amount"", -0.08728098753687823], [""ord__checking_status"", -0.05997401802618713], [""num__duration"", -0.05797418495791781], [""cat__credit_history_A31"", -0.02881503334348867], [""cat__property_A124"", -0.025752529777676614]]",True,[],0
66,rag,approve,0.8459641953322325,"Your credit application has been approved with a high probability score of 0.846. Key factors that positively influenced this decision include your checking status (no checking account), savings status (no savings or unknown), and your age as an adult. However, the very high credit amount requested slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your profile and risk factors, ensuring you have the right to contest it if needed. Additionally, the assessment aligns with Basel III principles, reflecting a careful evaluation of your repayment capacity and risk profile.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", 0.08580828006330685], [""ord__savings_status"", 0.050714238261234675], [""num__age"", 0.025987268544007992], [""num__credit_amount"", -0.025678915194143007], [""ord__employment"", -0.019156075924532202]]",True,[],0
182,rag,approve,0.5861224658659372,"Your credit application has been approved with a probability score of 0.586. Key factors influencing this decision include your long employment tenure and the purpose of the loan, which is for a radio or TV, contributing positively to your approval likelihood. However, your checking account status and very high debt-to-income ratio were negative factors that slightly decreased your chances. 

In line with GDPR Article 22, you have the right to contest this decision and seek human intervention if needed. The decision-making process was transparent, considering your financial profile and risk factors, as required by MiFID II and Basel III regulations.","[""credit_amount"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""purpose_a"", ""transparency""]","[[""ord__checking_status"", -0.1367042926572215], [""cat__purpose_A43"", 0.035978981862551926], [""ord__savings_status"", -0.03304284948111358], [""ord__employment"", 0.03178147519664068], [""num__credit_amount"", 0.02825946155719118]]",False,"[""violation(missing_required(credit_history))""]",1
165,rag,approve,0.6365014405347739,"Your application for credit has been approved with a probability score of 0.637. Key factors that positively influenced this decision include your checking account status (no checking account) and your long employment tenure, which suggest stability. However, the high credit amount requested and your young adult age slightly decreased your approval likelihood. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the factors that influenced this outcome. Additionally, we adhere to Basel III principles by considering your repayment capacity and risk profile, ensuring responsible lending practices.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__employment""]","[[""ord__checking_status"", 0.1376840186917377], [""num__duration"", -0.09498092657414334], [""num__credit_amount"", -0.07991303340257806], [""num__age"", -0.07891018538177058], [""ord__employment"", 0.02189809906406274]]",True,[],0
78,rag,approve,0.5789649052513453,"Your credit application has been approved with a probability score of 0.579. Key factors influencing this decision include a negative checking account status and a critical credit history, which slightly decreased your approval likelihood. However, your existing credit count and the purpose of the loan for a new car contributed positively. 

In line with GDPR Article 22, this decision was made transparently, and you have the right to contest it or request human intervention. Additionally, Basel III principles were considered to ensure that the decision reflects your risk profile, particularly regarding your high debt-to-income ratio.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", -0.11269621799299959], [""cat__credit_history_A34"", 0.060643925601681505], [""cat__purpose_A40"", -0.05606147998638044], [""num__credit_amount"", 0.03268757468455442], [""ord__savings_status"", -0.023808720472203858]]",True,[],0
186,rag,reject,0.39536938840518243,"Your application for credit has been rejected due to a low approval probability of 0.395. Key factors influencing this decision include a low checking account balance and very high debt-to-income ratio, which indicate a higher risk of default. Additionally, your short employment tenure and very low savings further decrease your repayment capacity. 

In line with GDPR Article 22, you have the right to contest this decision and seek human intervention. The decision-making process was transparent, considering your financial profile and risk factors as outlined in MiFID II and Basel III principles.","[""age"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a"", ""transparency""]","[[""cat__purpose_A40"", -0.08269707736352028], [""ord__checking_status"", -0.0822907588927772], [""ord__savings_status"", -0.03080142863858799], [""cat__credit_history_A34"", -0.024806429005670094], [""num__age"", -0.01923873038045963]]",True,[],0
177,rag,approve,0.5823476835973064,"Your credit application has been approved with a probability score of 0.582. Key factors influencing this decision include a long employment tenure and a management-level occupation, which positively contribute to your creditworthiness. However, factors such as a very high debt-to-income ratio and a history of delayed payments slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data. We ensure compliance with MiFID II by clearly disclosing the factors influencing this decision, and we adhere to Basel III principles by assessing your risk profile and repayment capacity. If you have any questions or wish to discuss this decision further, please feel free to reach out.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""housing_a"", ""income"", ""ord__checking_status""]","[[""ord__checking_status"", -0.0499459285221313], [""num__credit_amount"", -0.040453304179937255], [""cat__housing_A151"", -0.02861408487495038], [""cat__credit_history_A34"", -0.025149514611316672], [""cat__housing_A152"", -0.02197214753388328]]",True,[],0
56,rag,approve,0.8465629346376403,"Your credit application has been approved with a high probability score of 0.847. Key factors influencing this decision include your checking status (no checking account), the short duration of the loan, and your existing credit history, which shows that you have paid previous credits duly. However, your age and the very high credit amount requested slightly decreased your approval likelihood. 

In compliance with GDPR Article 22, we ensure transparency by disclosing these factors that contributed to the decision. Additionally, we adhere to MiFID II principles by providing clear and fair communication regarding your credit assessment.","[""age"", ""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""transparency""]","[[""ord__checking_status"", 0.07178828811345517], [""num__duration"", 0.04167099269614354], [""num__age"", -0.033901074395396365], [""num__credit_amount"", 0.024068194394542827], [""cat__credit_history_A34"", -0.019217074687890988]]",True,[],0
152,rag,approve,0.703147337408604,"Your credit application has been approved with a probability score of 0.703, indicating a favorable assessment of your financial profile. Key factors that contributed positively to this decision include your existing credit history, which shows that you have paid previous credits duly, and the purpose of the loan for furniture or equipment, which aligns with responsible borrowing. However, factors such as your negative checking account balance and young adult age slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, allowing you to understand the main factors influencing it. Additionally, the assessment considered your risk profile in accordance with Basel III principles, ensuring that the decision reflects your repayment capacity and overall financial health.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", -0.09840270892992872], [""ord__savings_status"", 0.07580237846393152], [""num__credit_amount"", 0.04287525550907265], [""num__age"", -0.0407704326877448], [""cat__purpose_A40"", 0.018583824985484495]]",True,[],0
82,rag,approve,0.7353915535666091,"Your loan application has been approved with a probability score of 0.735, indicating a favorable assessment of your creditworthiness. Key factors that contributed positively to this decision include your checking account status (no checking account) and your age, which suggests stability. However, factors like the purpose of the loan (new car) and your existing credit history slightly decreased the likelihood of approval. 

In compliance with GDPR Article 22, you have the right to contest this decision and request human intervention if needed. Transparency is maintained as we disclose the main factors influencing your application, aligning with MiFID II and Basel III principles regarding risk management and fair communication.","[""age"", ""credit_history"", ""credit_history_a"", ""housing_a"", ""income"", ""ord__checking_status"", ""purpose_a""]","[[""ord__checking_status"", 0.1202554004502003], [""cat__purpose_A40"", -0.03867160738244253], [""cat__housing_A152"", -0.027057572123657305], [""cat__credit_history_A34"", -0.02014435479591689], [""num__age"", 0.019619743780606023]]",False,"[""violation(missing_required(debt))""]",1
68,rag,reject,0.3959929066331231,"Your credit application has been rejected based on an automated decision-making process. The key factors influencing this decision include a negative checking account status, a very high debt-to-income ratio, and low savings, which indicate a higher risk of default. While you have a good credit history with this bank, the overall financial profile suggests insufficient capacity to manage additional debt responsibly. 

This decision aligns with regulatory requirements under GDPR, which mandates transparency in automated decisions, and Basel III, which emphasizes the need for prudent risk assessment. You have the right to contest this decision and request human intervention if needed.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a""]","[[""ord__checking_status"", -0.11686278178356234], [""cat__credit_history_A31"", -0.0559368261316265], [""ord__savings_status"", -0.04085679607680227], [""cat__other_installment_plans_A143"", -0.03435301983900508], [""num__credit_amount"", 0.02206654212712317]]",True,[],0
124,rag,approve,0.7762461711945866,"Your loan application has been approved with a probability score of 0.776, indicating a favorable assessment. Key factors that contributed positively to this decision include your checking status (no checking account) and a solid credit history, where all credits have been paid duly at this bank. However, your very high debt-to-income ratio slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data and ensuring you have the right to contest it. Additionally, Basel III principles were adhered to by evaluating your risk profile, ensuring that the decision reflects your repayment capacity.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__savings_status""]","[[""ord__checking_status"", 0.11041029251167954], [""cat__credit_history_A31"", -0.06620584259082665], [""ord__savings_status"", 0.028328226302570324], [""num__installment_rate"", -0.02469469863586041], [""num__credit_amount"", 0.023603616410905512]]",True,[],0
16,rag,approve,0.5990117855255634,"Your application for credit has been approved with a probability score of 0.599. Key factors influencing this decision include a low debt-to-income ratio, which suggests a manageable financial burden, and a medium-term loan duration. However, your checking status, employment tenure, and savings status contributed negatively, indicating some financial instability. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand how your data influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile, ensuring that our decision supports responsible lending practices.","[""credit_amount"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", -0.0583537195938797], [""ord__employment"", -0.041213000116292677], [""ord__savings_status"", -0.040328097177063225], [""num__installment_rate"", 0.02822446995099241], [""num__credit_amount"", -0.01675117587385092]]",False,"[""violation(missing_required(credit_history))""]",1
148,rag,approve,0.7039299361140078,"Your loan application has been approved with a probability score of 0.704, indicating a favorable assessment of your creditworthiness. Key factors influencing this decision include your existing credit history, which shows that you have paid your previous credits duly, and a low debt-to-income ratio, suggesting a manageable financial burden. However, factors like your low checking account balance and short employment tenure slightly decreased your approval likelihood.

In line with GDPR Article 22, this decision was made transparently, allowing you to understand the main factors involved. Additionally, the assessment aligns with Basel III principles by considering your repayment capacity and risk profile. If you have any questions or wish to discuss this decision further, you have the right to request human intervention.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__employment""]","[[""ord__checking_status"", -0.056424536055155884], [""num__duration"", 0.03950328364407122], [""num__age"", -0.03129112019088485], [""ord__employment"", -0.024751301877564358], [""num__credit_amount"", 0.02041820161417571]]",True,[],0
93,rag,approve,0.7476257507779084,"Your application for credit has been approved with a probability score of 0.748. Key factors that positively influenced this decision include your checking status (no checking account), which contributed positively, and the short loan duration, which also supported approval. However, the purpose of the loan (education) and the very high credit amount slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your financial profile, including a low debt-to-income ratio and a good credit history. We ensure compliance with MiFID II and Basel III principles by assessing your risk profile and maintaining sufficient capital against potential credit risks.","[""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""property_a"", ""purpose_a""]","[[""ord__checking_status"", 0.11465140311993262], [""cat__purpose_A46"", -0.06499011210063314], [""num__duration"", 0.04164329461374431], [""cat__property_A124"", -0.03567645035604147], [""num__credit_amount"", 0.027250343857447536]]",True,[],0
65,rag,approve,0.8729182789942455,"Your credit application has been approved with a high probability score of 0.873. Key factors that positively influenced this decision include your checking status (no checking account) and the purpose of the loan (for a new car), which contributed significantly to the approval likelihood. However, your employment status (unemployed) and high debt-to-income ratio raised some concerns, slightly decreasing your approval score. 

This decision aligns with GDPR requirements for transparency, as we have disclosed the main factors influencing your application. It also adheres to Basel III principles by considering your risk profile, ensuring that the decision-making process is prudent and documented. If you have any questions or wish to discuss this decision further, you have the right to request human intervention.","[""credit_amount"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""property_a""]","[[""ord__checking_status"", 0.10155711233169842], [""ord__savings_status"", 0.0461090088956091], [""cat__property_A124"", -0.03453005004412177], [""ord__employment"", -0.03388309127886714], [""num__credit_amount"", 0.03227876114064369]]",False,"[""violation(missing_required(credit_history))""]",1
60,rag,approve,0.6091222489635537,"Your loan application has been approved with a probability score of 0.609. Key factors influencing this decision include your long employment tenure and a history of paying existing credits on time, which positively impacted your approval likelihood. However, your low checking and savings account balances, along with a very high debt-to-income ratio, slightly decreased your chances. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand how your data influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile, ensuring that our decision supports responsible lending practices.","[""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""cat__purpose_A46"", -0.05423375539889076], [""ord__checking_status"", -0.052574001899], [""num__duration"", 0.045667807405238896], [""ord__savings_status"", -0.031196925651232412], [""cat__credit_history_A34"", -0.027357099632742698]]",True,[],0
84,rag,approve,0.5780254619390245,"Your credit application has been approved with a probability score of 0.578. Key factors influencing this decision include a critical credit history, which positively contributed to your approval likelihood, while factors such as a negative checking account balance and high debt-to-income ratio decreased it. Compliance with GDPR Article 22 ensures that you have the right to contest this decision and seek human intervention if needed. Additionally, transparency under MiFID II mandates that you are informed about the main factors affecting this decision, ensuring fairness in access to financial services.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", -0.06279534752477631], [""cat__other_installment_plans_A143"", -0.055221232308886155], [""cat__purpose_A40"", -0.05073520055754752], [""cat__credit_history_A34"", 0.043044994286018205], [""cat__other_installment_plans_A141"", -0.039581730955403016]]",True,[],0
67,rag,approve,0.9489330620667016,"Your credit application has been approved with a high probability score of 0.949. Key factors contributing to this decision include your short-term loan duration, existing credit history with timely payments, and the purpose of the loan for purchasing a radio or TV. However, a low balance in your checking account and a very high credit amount slightly decreased your approval likelihood. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the factors influencing your application. Additionally, we adhere to Basel III principles by considering your repayment capacity and risk profile, ensuring responsible lending practices.","[""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""other_debtors_a"", ""purpose_a""]","[[""num__duration"", 0.07437622397907208], [""cat__other_debtors_A103"", 0.04170349871523662], [""num__credit_amount"", 0.03554614118989977], [""ord__checking_status"", -0.03256637622803561], [""cat__purpose_A43"", 0.020522791601344268]]",True,[],0
125,rag,approve,0.574522021831144,"Your credit application has been approved with a probability score of 0.575. Key factors influencing this decision include a low checking account balance and unemployment, which slightly decreased your approval likelihood. However, having a medium savings status and a low debt-to-income ratio positively impacted your score. 

In line with GDPR Article 22, this decision was made transparently, considering your financial profile, and you have the right to contest it if you wish. Additionally, we have adhered to Basel III principles by assessing your risk profile and ensuring that the decision reflects your repayment capacity.","[""credit_history"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""property_a""]","[[""ord__checking_status"", -0.06359624137975527], [""ord__savings_status"", 0.056113334871773196], [""ord__employment"", -0.045990177344700636], [""cat__property_A124"", -0.04374431533478866], [""num__installment_rate"", 0.03902506550023215]]",True,[],0
132,rag,approve,0.9243630075335875,"Your credit application has been approved with a high probability score of 0.924. Key factors contributing to this decision include your long employment tenure and the absence of a checking account, which positively influenced your approval likelihood. However, your very high debt-to-income ratio and low savings status slightly decreased it. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data. We ensure compliance with MiFID II by clearly communicating the factors influencing this decision, and we adhere to Basel III principles by assessing your risk profile and repayment capacity. If you have any questions or wish to discuss this decision further, you have the right to request human intervention.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", 0.11684981581958769], [""cat__credit_history_A34"", 0.04193148961931481], [""num__credit_amount"", -0.02589830485143808], [""ord__employment"", 0.019694192529942384], [""ord__savings_status"", -0.017802754461955988]]",True,[],0
9,rag,approve,0.7481214953787391,"Your credit application has been approved with a probability score of 0.748, indicating a favorable assessment. Key factors that positively influenced this decision include your lack of a checking account, which suggests a straightforward financial profile, and your credit history, showing all credits paid duly at this bank. However, factors like your very high debt-to-income ratio and low savings status slightly decreased your approval likelihood, reflecting some risk. 

In line with GDPR Article 22, we ensure transparency by disclosing these factors that contributed to the decision. Additionally, we adhere to Basel III principles by considering your repayment capacity and overall risk profile. If you have any questions or wish to discuss this decision further, you have the right to request human intervention.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", 0.09880435734393529], [""cat__credit_history_A31"", -0.04302083599637809], [""cat__other_installment_plans_A143"", -0.04280235687056394], [""cat__other_installment_plans_A141"", -0.03816789808086641], [""cat__purpose_A43"", 0.03284589792751226]]",True,[],0
